Date,Price,Open,High,Low,Vol.,Change %
2010-07-08,10138.99,10019.26,10175.02,9987.02,192.22,1.2
2010-07-09,10198.03,10137.93,10226.48,10079.05,134.82,0.58
2010-07-12,10216.27,10199.24,10260.62,10121.13,131.49,0.18
2010-07-13,10363.02,10217.55,10436.2,10217.55,179.04,1.44
2010-07-14,10366.72,10370.96,10423.03,10265.16,208.53,0.04
2010-07-15,10359.31,10367.1,10409.49,10216.04,210.0,-0.07
2010-07-16,10097.9,10356.2,10356.2,10071.63,335.06,-2.52
2010-07-19,10154.43,10098.12,10213.09,10051.28,176.97,0.56
2010-07-20,10229.96,10151.48,10248.2,9973.17,194.41,0.74
2010-07-21,10120.53,10226.02,10310.04,10053.85,203.9,-1.07
2010-07-22,10322.3,10121.81,10391.78,10121.81,202.22,1.99
2010-07-23,10424.62,10321.16,10465.19,10237.84,200.0,0.99
2010-07-26,10525.43,10424.17,10545.94,10391.02,178.82,0.97
2010-07-27,10537.69,10525.28,10632.52,10460.65,180.55,0.12
2010-07-28,10497.88,10537.01,10586.36,10445.17,162.07,-0.38
2010-07-29,10467.16,10498.94,10609.74,10383.45,202.11,-0.29
2010-07-30,10465.94,10465.19,10528.84,10327.37,208.16,-0.01
2010-08-02,10674.38,10468.82,10715.21,10468.82,167.64,1.99
2010-08-03,10636.38,10673.92,10714.19,10564.18,164.88,-0.36
2010-08-04,10680.43,10630.2,10738.48,10583.1,173.36,0.41
2010-08-05,10674.98,10679.67,10712.37,10571.6,139.61,-0.05
2010-08-06,10653.56,10668.55,10688.08,10491.37,154.87,-0.2
2010-08-09,10698.75,10654.62,10755.66,10618.26,166.33,0.42
2010-08-10,10644.25,10696.63,10717.21,10522.63,203.49,-0.51
2010-08-11,10378.83,10631.82,10631.82,10339.63,219.32,-2.49
2010-08-12,10319.95,10361.58,10388.37,10222.85,221.03,-0.57
2010-08-13,10303.15,10320.33,10381.86,10254.18,151.62,-0.16
2010-08-16,10302.01,10303.07,10354.39,10193.26,146.04,-0.01
2010-08-17,10405.85,10297.55,10501.67,10297.55,191.34,1.01
2010-08-18,10415.54,10398.59,10486.38,10308.83,168.56,0.09
2010-08-19,10271.21,10411.15,10412.29,10202.34,227.74,-1.39
2010-08-20,10213.62,10270.98,10276.13,10131.88,251.15,-0.56
2010-08-23,10174.41,10215.51,10328.88,10146.18,172.97,-0.38
2010-08-24,10040.45,10170.86,10170.86,9975.86,223.68,-1.32
2010-08-25,10060.06,10040.15,10104.18,9925.34,183.89,0.2
2010-08-26,9985.81,10059.83,10138.12,9959.17,176.33,-0.74
2010-08-27,10150.65,9982.4,10176.3,9925.11,207.76,1.65
2010-08-30,10009.73,10145.58,10170.1,10005.56,150.48,-1.39
2010-08-31,10014.72,10006.42,10101.53,9915.73,255.42,0.05
2010-09-01,10269.47,10016.01,10305.87,10016.01,205.71,2.54
2010-09-02,10320.1,10270.08,10350.98,10211.8,149.93,0.49
2010-09-03,10447.93,10321.92,10484.71,10321.92,168.6,1.24
2010-09-07,10340.69,10446.8,10448.99,10304.44,149.04,-1.03
2010-09-08,10387.01,10338.57,10460.5,10318.93,166.76,0.45
2010-09-09,10415.24,10388.22,10515.86,10359.23,163.59,0.27
2010-09-10,10462.77,10415.01,10502.8,10376.34,140.32,0.46
2010-09-13,10544.13,10458.6,10605.73,10458.45,190.72,0.78
2010-09-14,10526.49,10544.81,10622.69,10460.34,192.41,-0.17
2010-09-15,10572.73,10526.42,10609.21,10453.15,167.42,0.44
2010-09-16,10594.83,10571.75,10624.58,10499.43,170.3,0.21
2010-09-17,10607.85,10595.44,10689.29,10529.67,367.23,0.12
2010-09-20,10753.62,10608.08,10783.51,10594.38,157.12,1.37
2010-09-21,10761.03,10753.39,10844.89,10674.83,186.74,0.07
2010-09-22,10739.31,10761.11,10829.75,10682.4,168.59,-0.2
2010-09-23,10662.42,10738.48,10779.65,10610.12,156.83,-0.72
2010-09-24,10860.26,10664.39,10897.83,10664.39,179.27,1.86
2010-09-27,10812.04,10860.03,10902.52,10776.44,143.91,-0.44
2010-09-28,10858.14,10809.85,10905.44,10714.03,167.11,0.43
2010-09-29,10835.28,10857.98,10901.96,10759.75,158.83,-0.21
2010-09-30,10788.05,10835.96,10960.99,10732.27,214.54,-0.44
2010-10-01,10829.68,10789.72,10907.41,10759.14,161.89,0.39
2010-10-04,10751.27,10828.85,10875.54,10682.66,160.37,-0.72
2010-10-05,10944.72,10752.63,10982.98,10752.63,216.24,1.8
2010-10-06,10967.65,10936.79,11015.86,10880.08,163.44,0.21
2010-10-07,10948.58,10968.41,11032.17,10878.04,141.92,-0.17
2010-10-08,11006.48,10948.5,11055.29,10901.12,152.28,0.53
2010-10-11,11010.34,11006.93,11068.54,10956.26,114.83,0.04
2010-10-12,11020.4,11010.79,11064.68,10890.76,155.15,0.09
2010-10-13,11096.08,11022.82,11187.77,11014.19,224.92,0.69
2010-10-14,11096.92,11096.92,11148.15,10996.71,196.17,0.01
2010-10-15,11062.78,11096.01,11172.07,10985.28,319.21,-0.31
2010-10-18,11143.69,11062.71,11184.86,11021.46,190.29,0.73
2010-10-19,10978.62,11139.6,11139.6,10897.57,247.64,-1.48
2010-10-20,11107.97,10974.52,11176.08,10969.47,220.14,1.18
2010-10-21,11146.57,11105.24,11249.57,11038.79,178.06,0.35
2010-10-22,11132.56,11146.41,11192.09,11071.22,104.57,-0.13
2010-10-25,11164.05,11133.4,11266.3,11127.27,168.11,0.28
2010-10-26,11169.46,11163.06,11221.04,11055.48,159.04,0.05
2010-10-27,11126.28,11168.4,11172.83,10986.68,167.08,-0.39
2010-10-28,11113.95,11127.34,11217.33,11033.87,156.25,-0.11
2010-10-29,11118.4,11120.45,11178.43,11028.08,189.65,0.04
2010-11-01,11124.62,11120.3,11257.59,11053.29,150.13,0.06
2010-11-02,11188.72,11125.3,11266.26,11125.3,150.39,0.58
2010-11-03,11215.13,11184.8,11261.23,11088.74,177.58,0.24
2010-11-04,11434.84,11216.65,11481.01,11216.65,234.68,1.96
2010-11-05,11444.08,11435.3,11505.83,11336.15,211.67,0.08
2010-11-08,11406.84,11439.61,11454.44,11324.27,143.99,-0.33
2010-11-09,11346.75,11403.51,11453.01,11293.35,161.91,-0.53
2010-11-10,11357.04,11342.81,11395.37,11239.69,164.17,0.09
2010-11-11,11283.1,11326.69,11350.3,11175.17,296.66,-0.65
2010-11-12,11192.58,11281.28,11307.69,11114.1,217.65,-0.8
2010-11-15,11201.97,11194.02,11314.36,11149.97,155.66,0.08
2010-11-16,11023.5,11194.7,11194.7,10949.86,254.56,-1.59
2010-11-17,11007.88,11017.83,11091.69,10947.52,160.26,-0.14
2010-11-18,11181.23,11010.49,11234.74,11010.49,171.77,1.57
2010-11-19,11203.55,11180.77,11238.52,11096.92,219.4,0.2
2010-11-22,11178.58,11201.59,11213.92,11044.39,152.85,-0.22
2010-11-23,11036.37,11177.6,11177.6,10968.78,192.82,-1.27
2010-11-24,11187.28,11037.43,11221.11,11037.43,138.28,1.37
2010-11-26,11092.0,11183.5,11183.5,11046.74,68.4,-0.85
2010-11-29,11052.49,11083.75,11092.49,10906.46,151.52,-0.36
2010-11-30,11006.02,11049.72,11083.18,10916.26,233.77,-0.42
2010-12-01,11255.78,11007.31,11297.52,11007.31,202.52,2.27
2010-12-02,11362.41,11255.93,11404.42,11237.2,212.09,0.95
2010-12-03,11382.09,11361.81,11408.58,11280.6,149.44,0.17
2010-12-06,11362.19,11381.33,11422.66,11313.6,122.66,-0.17
2010-12-07,11359.16,11363.85,11507.27,11327.68,175.72,-0.03
2010-12-08,11372.48,11354.45,11441.62,11281.43,152.51,0.12
2010-12-09,11370.06,11370.44,11449.37,11293.77,167.97,-0.02
2010-12-10,11410.32,11370.44,11446.65,11326.01,151.82,0.35
2010-12-13,11428.56,11406.16,11513.7,11369.0,151.19,0.16
2010-12-14,11476.54,11429.09,11543.9,11389.32,149.86,0.42
2010-12-15,11457.47,11475.64,11552.45,11416.6,189.67,-0.17
2010-12-16,11499.25,11457.93,11553.51,11394.88,163.04,0.36
2010-12-17,11491.91,11499.02,11542.58,11421.45,358.3,-0.06
2010-12-20,11478.13,11491.3,11561.61,11417.32,125.36,-0.12
2010-12-21,11533.16,11478.36,11585.83,11454.97,119.42,0.48
2010-12-22,11559.49,11532.17,11600.97,11486.23,122.04,0.23
2010-12-23,11573.49,11559.11,11615.57,11514.54,100.84,0.12
2010-12-27,11555.03,11572.81,11597.41,11480.52,76.82,-0.16
2010-12-28,11575.54,11554.8,11624.32,11514.88,114.1,0.18
2010-12-29,11585.38,11572.74,11655.04,11557.53,77.8,0.09
2010-12-30,11569.71,11585.83,11614.44,11535.5,76.82,-0.14
2010-12-31,11577.51,11569.33,11612.77,11515.79,93.33,0.07
2011-01-03,11670.75,11577.43,11750.9,11577.43,203.42,0.81
2011-01-04,11691.18,11670.9,11766.94,11582.99,178.63,0.18
2011-01-05,11722.89,11688.76,11775.72,11610.29,169.99,0.27
2011-01-06,11697.31,11716.93,11795.78,11615.31,193.08,-0.22
2011-01-07,11674.76,11696.86,11761.49,11578.64,188.72,-0.19
2011-01-10,11637.45,11672.34,11698.33,11545.87,150.34,-0.32
2011-01-11,11671.88,11638.51,11756.57,11601.57,157.44,0.3
2011-01-12,11755.44,11673.62,11814.55,11673.62,144.96,0.72
2011-01-13,11731.9,11753.7,11803.19,11666.32,161.66,-0.2
2011-01-14,11787.38,11732.2,11827.11,11658.41,200.77,0.47
2011-01-18,11837.93,11783.82,11909.23,11740.83,203.39,0.43
2011-01-19,11825.29,11834.21,11922.92,11746.36,166.25,-0.11
2011-01-20,11822.8,11823.7,11890.15,11700.68,180.8,-0.02
2011-01-21,11871.84,11824.76,11960.31,11802.97,249.48,0.41
2011-01-24,11980.52,11873.5,12021.24,11826.58,184.0,0.92
2011-01-25,11977.19,11979.08,12072.17,11840.05,191.96,-0.03
2011-01-26,11985.44,11978.85,12069.83,11903.28,168.32,0.07
2011-01-27,11989.83,11985.36,12066.72,11907.71,167.77,0.04
2011-01-28,11823.7,11990.36,12047.65,11775.64,214.17,-1.39
2011-01-31,11891.93,11824.46,11951.08,11738.3,206.58,0.58
2011-02-01,12040.16,11892.5,12082.24,11892.5,180.89,1.25
2011-02-02,12041.97,12038.27,12104.11,11962.73,143.44,0.02
2011-02-03,12062.26,12040.68,12105.17,11957.97,143.71,0.17
2011-02-04,12092.15,12061.65,12125.38,12003.34,121.78,0.25
2011-02-07,12161.63,12092.38,12219.45,12003.34,132.96,0.57
2011-02-08,12233.15,12152.7,12258.92,12114.78,126.65,0.59
2011-02-09,12239.89,12229.59,12304.29,12135.86,162.91,0.06
2011-02-10,12229.29,12239.66,12291.35,12107.4,274.44,-0.09
2011-02-11,12273.26,12227.78,12326.85,12138.4,184.28,0.36
2011-02-14,12268.19,12266.83,12327.0,12185.21,146.35,-0.04
2011-02-15,12226.64,12266.75,12293.47,12146.27,142.58,-0.34
2011-02-16,12288.17,12219.79,12338.43,12195.54,146.27,0.5
2011-02-18,12391.25,12318.6,12417.97,12265.16,230.04,0.84
2011-02-22,12212.79,12389.74,12394.7,12142.97,201.86,-1.44
2011-02-23,12105.78,12211.81,12289.84,12007.39,213.48,-0.88
2011-02-24,12068.5,12104.64,12202.69,11960.62,190.86,-0.31
2011-02-25,12130.45,12060.93,12202.2,12043.83,147.54,0.51
2011-02-28,12226.34,12130.22,12293.47,12112.28,199.56,0.79
2011-03-01,12058.02,12226.57,12304.03,12036.0,183.24,-1.38
2011-03-02,12066.8,12057.34,12154.97,11970.08,147.27,0.07
2011-03-03,12258.2,12068.01,12317.84,12068.01,157.84,1.59
2011-03-04,12169.88,12258.88,12306.26,12056.81,166.7,-0.72
2011-03-07,12090.03,12171.09,12268.87,12025.51,176.2,-0.66
2011-03-08,12214.38,12085.8,12276.37,12039.02,158.61,1.03
2011-03-09,12213.09,12211.16,12293.74,12106.68,128.36,-0.01
2011-03-10,11984.61,12211.43,12211.43,11924.48,180.66,-1.87
2011-03-11,12044.4,11976.96,12087.01,11936.32,143.67,0.5
2011-03-14,11993.16,12042.13,12058.44,11873.43,163.0,-0.43
2011-03-15,11855.42,11988.69,11988.69,11648.5,221.93,-1.15
2011-03-16,11613.3,11854.13,11862.08,11548.14,254.07,-2.04
2011-03-17,11774.59,11614.82,11842.55,11614.82,182.26,1.39
2011-03-18,11858.52,11777.23,11971.14,11777.23,355.05,0.71
2011-03-21,12036.53,11860.11,12117.88,11860.11,143.4,1.5
2011-03-22,12018.63,12036.37,12096.01,11965.38,115.66,-0.15
2011-03-23,12086.02,12018.4,12131.89,11936.7,133.94,0.56
2011-03-24,12170.56,12087.54,12221.08,12064.6,131.62,0.7
2011-03-25,12220.59,12170.71,12290.29,12143.62,129.79,0.41
2011-03-28,12197.88,12221.19,12272.92,12197.88,123.07,-0.19
2011-03-29,12279.01,12193.87,12310.35,12141.65,129.03,0.67
2011-03-30,12350.61,12280.07,12413.43,12271.52,140.34,0.58
2011-03-31,12319.73,12350.84,12422.96,12277.05,186.14,-0.25
2011-04-01,12376.72,12321.02,12454.52,12301.11,147.6,0.46
2011-04-04,12400.03,12374.6,12445.75,12331.35,114.66,0.19
2011-04-05,12393.9,12402.08,12474.5,12320.34,142.34,-0.05
2011-04-06,12426.75,12386.66,12499.03,12347.13,182.35,0.27
2011-04-07,12409.49,12426.45,12471.7,12307.62,158.59,-0.14
2011-04-08,12380.05,12409.8,12475.03,12310.46,122.82,-0.24
2011-04-11,12381.11,12380.43,12476.93,12319.35,109.95,0.01
2011-04-12,12263.58,12381.04,12381.04,12185.09,137.26,-0.95
2011-04-13,12270.99,12263.73,12372.94,12203.63,118.95,0.06
2011-04-14,12285.15,12270.24,12332.71,12137.98,140.67,0.12
2011-04-15,12341.83,12285.45,12402.61,12238.34,234.71,0.46
2011-04-18,12201.59,12339.71,12339.79,12093.89,190.22,-1.14
2011-04-19,12266.75,12201.44,12320.53,12163.29,149.87,0.53
2011-04-20,12453.54,12279.17,12530.96,12279.17,203.9,1.52
2011-04-21,12505.99,12453.62,12563.89,12377.82,166.64,0.42
2011-04-25,12479.88,12505.99,12547.5,12401.02,128.66,-0.21
2011-04-26,12595.37,12480.86,12652.17,12448.32,183.98,0.93
2011-04-27,12690.96,12592.23,12729.41,12518.55,160.56,0.76
2011-04-28,12763.31,12689.75,12807.36,12617.43,148.76,0.57
2011-04-29,12810.54,12763.39,12885.92,12711.85,378.62,0.37
2011-05-02,12807.36,12810.16,12928.45,12754.53,150.96,-0.02
2011-05-03,12807.51,12806.38,12891.44,12700.72,191.51,0.0
2011-05-04,12723.58,12806.29,12852.81,12632.46,193.72,-0.66
2011-05-05,12584.17,12723.65,12757.26,12504.85,176.95,-1.1
2011-05-06,12638.74,12580.76,12788.78,12580.76,168.32,0.43
2011-05-09,12684.68,12637.83,12751.35,12591.59,133.94,0.36
2011-05-10,12760.36,12685.13,12806.6,12665.45,156.0,0.6
2011-05-11,12630.03,12745.87,12748.21,12577.21,200.68,-1.02
2011-05-12,12695.92,12629.81,12746.09,12497.97,216.5,0.52
2011-05-13,12595.75,12695.65,12749.08,12522.79,169.94,-0.79
2011-05-16,12548.37,12594.84,12676.66,12482.07,192.31,-0.38
2011-05-17,12479.58,12541.18,12591.51,12342.29,192.83,-0.55
2011-05-18,12560.18,12471.78,12595.6,12402.15,175.12,0.65
2011-05-19,12605.32,12561.46,12673.78,12506.67,158.47,0.36
2011-05-20,12512.04,12604.64,12630.11,12453.96,174.98,-0.74
2011-05-23,12381.26,12511.29,12511.29,12292.49,150.72,-1.05
2011-05-24,12356.21,12381.87,12465.8,12315.42,145.92,-0.2
2011-05-25,12394.66,12355.45,12462.28,12271.9,145.74,0.31
2011-05-26,12402.76,12391.56,12456.08,12285.75,149.07,0.07
2011-05-27,12441.58,12398.06,12519.35,12382.93,126.03,0.31
2011-05-31,12569.79,12443.4,12611.68,12443.4,208.29,1.03
2011-06-01,12290.14,12569.34,12569.34,12273.41,183.02,-2.22
2011-06-02,12248.55,12289.61,12359.31,12171.39,156.37,-0.34
2011-06-03,12151.26,12247.87,12247.87,12061.96,157.74,-0.79
2011-06-06,12089.96,12151.19,12201.44,12045.76,166.6,-0.5
2011-06-07,12070.81,12090.18,12214.46,12055.64,162.61,-0.16
2011-06-08,12048.94,12066.5,12145.21,11981.28,156.87,-0.18
2011-06-09,12124.36,12049.47,12205.49,12038.49,149.7,0.63
2011-06-10,11951.91,12124.17,12124.17,11912.03,178.31,-1.42
2011-06-13,11952.97,11945.33,12066.46,11883.15,153.37,0.01
2011-06-14,12076.11,11951.38,12156.52,11951.38,159.62,1.03
2011-06-15,11897.27,12075.2,12075.2,11841.87,182.5,-1.48
2011-06-16,11961.52,11896.13,12023.39,11821.96,189.5,0.54
2011-06-17,12004.36,11962.58,12109.11,11952.55,342.01,0.36
2011-06-20,12080.38,12004.28,12129.54,11942.07,127.25,0.63
2011-06-21,12190.01,12081.33,12248.97,12059.46,147.57,0.91
2011-06-22,12109.67,12189.63,12242.31,12082.43,125.33,-0.66
2011-06-23,12050.0,12108.5,12108.5,11841.19,206.76,-0.49
2011-06-24,11934.58,12049.24,12082.65,11892.95,279.66,-0.96
2011-06-27,12043.56,11934.73,12113.5,11907.71,177.92,0.91
2011-06-28,12188.69,12042.28,12225.89,12042.28,135.05,1.21
2011-06-29,12261.42,12187.63,12311.03,12148.88,158.72,0.6
2011-06-30,12414.34,12262.1,12464.63,12262.1,179.98,1.25
2011-07-01,12582.77,12412.07,12614.56,12375.55,141.87,1.36
2011-07-05,12569.87,12583.0,12642.9,12504.1,122.99,-0.1
2011-07-06,12626.02,12562.47,12668.03,12507.84,132.33,0.45
2011-07-07,12719.49,12628.37,12753.89,12628.37,153.74,0.74
2011-07-08,12657.2,12717.9,12717.9,12541.33,131.15,-0.49
2011-07-11,12505.76,12655.77,12655.77,12443.4,133.25,-1.2
2011-07-12,12446.88,12505.46,12603.77,12423.27,162.64,-0.47
2011-07-13,12491.61,12447.33,12635.52,12447.33,139.97,0.36
2011-07-14,12437.12,12492.67,12602.3,12398.94,140.81,-0.44
2011-07-15,12479.73,12437.8,12539.21,12374.75,215.42,0.34
2011-07-18,12385.16,12475.11,12475.11,12276.59,148.95,-0.76
2011-07-19,12587.42,12385.96,12636.62,12385.96,167.55,1.63
2011-07-20,12571.91,12583.75,12654.37,12499.4,140.34,-0.12
2011-07-21,12724.41,12567.14,12794.0,12567.14,188.41,1.21
2011-07-22,12681.16,12724.71,12768.31,12605.59,136.76,-0.34
2011-07-25,12592.8,12679.72,12682.97,12509.58,128.76,-0.7
2011-07-26,12501.3,12592.12,12618.11,12457.25,145.14,-0.73
2011-07-27,12302.55,12498.65,12499.48,12275.38,182.77,-1.59
2011-07-28,12240.11,12301.95,12412.48,12200.99,148.71,-0.51
2011-07-29,12143.24,12239.28,12262.74,12044.21,230.92,-0.79
2011-08-01,12132.49,12144.3,12320.94,11978.55,182.82,-0.09
2011-08-02,11866.62,12130.22,12152.96,11857.91,207.06,-2.19
2011-08-03,11896.44,11863.89,11957.63,11678.69,198.22,0.25
2011-08-04,11383.68,11893.79,11893.79,11365.74,300.76,-4.31
2011-08-05,11444.61,11384.29,11634.04,11126.32,406.31,0.54
2011-08-08,10809.85,11433.93,11433.93,10779.05,479.98,-5.55
2011-08-09,11239.77,10810.91,11251.08,10588.55,431.42,3.98
2011-08-10,10719.94,11227.92,11227.92,10662.04,396.3,-4.62
2011-08-11,11143.31,10729.85,11278.9,10729.85,393.19,3.95
2011-08-12,11269.02,11143.46,11346.67,11142.18,228.04,1.13
2011-08-15,11482.9,11269.85,11484.6,11269.85,188.12,1.9
2011-08-16,11405.93,11480.48,11488.01,11292.63,187.8,-0.67
2011-08-17,11410.21,11392.01,11529.67,11322.3,171.28,0.04
2011-08-18,10990.58,11406.27,11406.5,10881.6,308.52,-3.68
2011-08-19,10817.65,10989.75,11086.4,10801.41,336.37,-1.57
2011-08-22,10854.65,10820.37,11020.55,10820.37,226.72,0.34
2011-08-23,11176.76,10854.58,11176.84,10854.43,244.13,2.97
2011-08-24,11320.71,11175.78,11331.57,11113.04,227.38,1.29
2011-08-25,11149.82,11321.02,11406.39,11106.76,255.05,-1.51
2011-08-26,11284.54,11145.2,11326.43,10929.2,244.4,1.21
2011-08-29,11539.25,11286.65,11541.78,11286.58,177.54,2.26
2011-08-30,11559.95,11532.13,11630.07,11429.39,182.09,0.18
2011-08-31,11613.53,11560.48,11712.6,11528.08,229.74,0.46
2011-09-01,11493.57,11613.3,11716.84,11488.46,178.11,-1.03
2011-09-02,11240.26,11492.06,11492.14,11211.35,174.66,-2.2
2011-09-06,11139.3,11237.31,11237.46,10932.53,217.42,-0.9
2011-09-07,11414.86,11137.63,11414.86,11137.63,166.32,2.47
2011-09-08,11295.81,11414.86,11477.3,11283.74,173.04,-1.04
2011-09-09,10992.13,11294.6,11294.83,10935.64,228.16,-2.69
2011-09-12,11061.12,10990.01,11062.03,10824.76,197.16,0.63
2011-09-13,11105.85,11054.99,11140.85,10987.18,189.98,0.4
2011-09-14,11246.73,11106.83,11386.78,10993.84,192.6,1.27
2011-09-15,11433.18,11247.72,11433.4,11247.49,172.08,1.66
2011-09-16,11509.09,11433.71,11532.47,11407.41,425.9,0.66
2011-09-19,11401.01,11506.67,11506.82,11255.25,157.58,-0.94
2011-09-20,11408.66,11401.47,11550.22,11373.92,157.06,0.07
2011-09-21,11124.84,11408.58,11447.86,11117.28,221.86,-2.49
2011-09-22,10733.83,11121.89,11122.12,10597.14,306.17,-3.51
2011-09-23,10771.48,10732.77,10808.49,10638.73,223.14,0.35
2011-09-26,11043.86,10771.78,11057.49,10771.78,225.62,2.53
2011-09-27,11190.69,11045.23,11369.3,11045.23,212.7,1.33
2011-09-28,11010.9,11189.1,11317.08,10996.98,172.41,-1.61
2011-09-29,11153.98,11012.79,11271.14,10965.45,191.34,1.3
2011-09-30,10913.38,11152.32,11152.39,10909.52,213.2,-2.16
2011-10-03,10655.3,10912.1,10979.19,10653.34,242.87,-2.36
2011-10-04,10808.71,10651.44,10825.44,10404.49,267.44,1.44
2011-10-05,10939.95,10800.47,10950.89,10738.1,226.44,1.21
2011-10-06,11123.33,10939.87,11132.6,10858.67,190.04,1.68
2011-10-07,11103.12,11123.41,11232.05,11051.13,188.08,-0.18
2011-10-10,11433.18,11104.56,11433.33,11104.56,144.27,2.97
2011-10-11,11416.3,11432.8,11447.86,11365.67,133.36,-0.15
2011-10-12,11518.85,11417.36,11625.3,11417.28,188.13,0.9
2011-10-13,11478.13,11518.09,11518.09,11377.82,143.99,-0.35
2011-10-14,11644.49,11478.97,11646.83,11478.66,133.57,1.45
2011-10-17,11397.0,11643.35,11643.35,11378.35,140.36,-2.13
2011-10-18,11577.05,11396.17,11652.74,11296.12,201.41,1.58
2011-10-19,11504.62,11577.54,11633.7,11469.17,169.58,-0.63
2011-10-20,11541.78,11502.13,11581.25,11391.14,166.1,0.32
2011-10-21,11808.79,11543.22,11812.46,11542.84,264.0,2.31
2011-10-24,11913.62,11807.96,11940.75,11805.77,161.87,0.89
2011-10-25,11706.62,11912.63,11912.86,11682.52,161.45,-1.74
2011-10-26,11869.04,11707.76,11891.21,11694.36,183.73,1.39
2011-10-27,12208.55,11872.07,12284.31,11872.07,251.64,2.86
2011-10-28,12231.11,12207.34,12251.92,12164.24,163.62,0.18
2011-10-31,11955.01,12229.22,12229.29,11954.41,185.79,-2.26
2011-11-01,11657.96,11951.53,11951.76,11630.03,218.29,-2.48
2011-11-02,11836.04,11658.49,11876.83,11658.49,154.14,1.53
2011-11-03,12044.47,11835.59,12065.93,11835.43,158.17,1.76
2011-11-04,11983.24,12043.41,12043.49,11850.31,126.15,-0.51
2011-11-07,12068.39,11983.02,12074.44,11880.69,122.11,0.71
2011-11-08,12170.18,12055.52,12187.51,12002.17,144.95,0.84
2011-11-09,11780.94,12166.4,12166.4,11736.93,180.2,-3.2
2011-11-10,11893.79,11780.03,11961.14,11779.88,168.47,0.96
2011-11-11,12153.68,11896.28,12179.72,11896.28,134.52,2.19
2011-11-14,12078.98,12153.0,12170.56,12027.03,119.61,-0.61
2011-11-15,12096.16,12077.92,12165.11,12001.26,145.11,0.14
2011-11-16,11905.59,12084.74,12109.03,11890.57,166.22,-1.58
2011-11-17,11770.73,11905.67,11948.43,11676.35,169.83,-1.13
2011-11-18,11796.16,11768.98,11854.81,11755.82,181.24,0.22
2011-11-21,11547.31,11795.55,11795.7,11454.07,170.96,-2.11
2011-11-22,11493.72,11542.39,11571.75,11433.97,148.57,-0.46
2011-11-23,11257.55,11492.74,11492.82,11257.55,152.22,-2.05
2011-11-25,11231.78,11251.88,11361.47,11231.56,87.48,-0.23
2011-11-28,11523.01,11232.47,11562.1,11232.16,204.95,2.59
2011-11-29,11555.63,11523.01,11624.01,11517.04,156.95,0.28
2011-11-30,12045.68,11559.27,12045.68,11559.27,286.79,4.24
2011-12-01,12020.03,12046.21,12062.64,11974.62,143.7,-0.21
2011-12-02,12019.42,12022.37,12146.68,12007.12,150.11,-0.01
2011-12-05,12097.83,12021.54,12186.53,12021.46,153.83,0.65
2011-12-06,12150.13,12097.75,12215.71,12076.71,145.92,0.43
2011-12-07,12196.37,12144.41,12257.67,12060.37,168.44,0.38
2011-12-08,11997.7,12195.91,12195.91,11966.22,165.88,-1.63
2011-12-09,12184.26,11996.03,12212.83,11995.51,154.25,1.55
2011-12-12,12021.39,12181.08,12181.38,11940.86,149.05,-1.34
2011-12-13,11954.94,12018.66,12147.7,11904.38,171.91,-0.55
2011-12-14,11823.48,11949.72,11950.02,11786.47,161.24,-1.1
2011-12-15,11868.81,11825.29,11967.84,11825.22,136.93,0.38
2011-12-16,11866.39,11870.25,11968.18,11819.31,389.52,-0.02
2011-12-19,11766.26,11866.54,11925.88,11735.19,135.18,-0.84
2011-12-20,12103.58,11769.21,12117.13,11768.83,165.18,2.87
2011-12-21,12107.74,12103.28,12119.7,11999.44,163.25,0.03
2011-12-22,12169.65,12107.59,12182.71,12107.37,151.61,0.51
2011-12-23,12294.0,12169.8,12297.44,12169.8,80.42,1.02
2011-12-27,12291.35,12293.47,12328.47,12269.97,95.98,-0.02
2011-12-28,12151.41,12288.85,12299.11,12140.17,84.01,-1.14
2011-12-29,12287.04,12152.09,12293.96,12152.09,84.61,1.12
2011-12-30,12217.56,12286.13,12290.06,12213.78,96.67,-0.57
2012-01-03,12397.38,12221.19,12479.65,12221.19,152.56,1.47
2012-01-04,12418.42,12392.46,12430.0,12337.25,145.13,0.17
2012-01-05,12415.7,12418.42,12435.98,12283.9,158.44,-0.02
2012-01-06,12359.92,12407.45,12415.24,12332.41,131.12,-0.45
2012-01-09,12392.69,12359.31,12409.08,12333.85,122.2,0.27
2012-01-10,12462.47,12394.51,12514.69,12394.51,141.23,0.56
2012-01-11,12449.45,12459.52,12462.58,12399.01,130.26,-0.1
2012-01-12,12471.02,12449.91,12483.7,12385.08,128.23,0.17
2012-01-13,12422.06,12469.96,12470.12,12311.79,161.47,-0.39
2012-01-17,12482.07,12423.12,12573.65,12423.12,148.67,0.48
2012-01-18,12578.95,12474.69,12582.28,12453.2,154.17,0.78
2012-01-19,12623.98,12578.19,12625.8,12563.58,148.02,0.36
2012-01-20,12720.48,12623.83,12720.48,12620.76,255.1,0.76
2012-01-23,12708.82,12720.25,12764.49,12665.83,149.86,-0.09
2012-01-24,12675.75,12708.37,12708.52,12613.54,125.42,-0.26
2012-01-25,12756.96,12673.63,12778.26,12580.12,137.54,0.64
2012-01-26,12734.63,12757.33,12841.95,12695.16,130.84,-0.18
2012-01-27,12660.46,12733.95,12733.95,12630.72,164.41,-0.58
2012-01-30,12653.72,12659.17,12659.32,12529.41,130.43,-0.05
